id,question,answer,category,type,difficulty,source_line,tags
211,"EMG findings are usually negative in peripheral neuropathy, unless there is an [axonal motor neuropathy] - What goes in the blank?","axonal motor neuropathy - ""In such cases (usually late stage), affected muscles may demonstrate spontaneous activity EMG testing is helpful, even when negative, as it helps to rule out other disorders, such as a focal neuropathy or myopathy. """,Muscle Anatomy,Cloze,Easy,610,muscle_anatomy;easy
212,"""In axonal injury you will see a decrease in CMAP amplitude with stimulation [both Distal & Proximal::distal or proximal] to the lesion latencies/CV will be [BLANK] [BLANK] EMG findings "" - What goes in the blank?","both Distal & Proximal::distal or proximal - "" latency* : if the fastest fibers are affected, may be abnormal """,EMG Principles,Cloze,Easy,653,emg_principles;easy
213,"""In axonal injury you will see a decrease in CMAP amplitude with stimulation [normal*::abnormal/normal] to the lesion latencies/CV will be [BLANK] [BLANK] EMG findings "" - What goes in the blank?","normal*::abnormal/normal - "" latency* : if the fastest fibers are affected, may be abnormal """,EMG Principles,Cloze,Easy,653,emg_principles;easy
214,"""In axonal injury you will see a decrease in CMAP amplitude with stimulation [+::+/-] to the lesion latencies/CV will be [BLANK] [BLANK] EMG findings "" - What goes in the blank?","+::+/- - "" latency* : if the fastest fibers are affected, may be abnormal """,EMG Principles,Cloze,Easy,653,emg_principles;easy
215,"""In conduction block you will see a decrease in CMAP amplitude with stimulation [proximal::distal or proximal] to the lesion drop in amp [BLANK]% "" - What goes in the blank?","proximal::distal or proximal - ""(>50 is a definite) """,EMG Principles,Cloze,Easy,654,emg_principles;easy
216,"""In conduction block you will see a decrease in CMAP amplitude with stimulation [20-50::2 # range] to the lesion drop in amp [BLANK]% "" - What goes in the blank?","20-50::2 # range - ""(>50 is a definite) """,EMG Principles,Cloze,Easy,654,emg_principles;easy
217,""" Pure axonal injury Etiology : (a) focal crush (b) [stretch (traction)] (c) [BLANK] (d) [BLANK] NCS latency and CV will be [BLANK] EMG activity will be [BLANK] "" - What goes in the blank?","stretch (traction) - "" NCS Amplitude: Decreased CV and latency: Mild slowing of both may occur if the largest and fastest conducting axons are lost *radiculopathy may pres this way """,EMG Principles,Cloze,Easy,655,emg_principles;easy
218,""" Pure axonal injury Etiology : (a) focal crush (b) [transection] (c) [BLANK] (d) [BLANK] NCS latency and CV will be [BLANK] EMG activity will be [BLANK] "" - What goes in the blank?","transection - "" NCS Amplitude: Decreased CV and latency: Mild slowing of both may occur if the largest and fastest conducting axons are lost *radiculopathy may pres this way """,EMG Principles,Cloze,Easy,655,emg_principles;easy
219,""" Pure axonal injury Etiology : (a) focal crush (b) [peripheral neuropathies] (c) [BLANK] (d) [BLANK] NCS latency and CV will be [BLANK] EMG activity will be [BLANK] "" - What goes in the blank?","peripheral neuropathies - "" NCS Amplitude: Decreased CV and latency: Mild slowing of both may occur if the largest and fastest conducting axons are lost *radiculopathy may pres this way """,EMG Principles,Cloze,Easy,655,emg_principles;easy
220,""" Pure axonal injury Etiology : (a) focal crush (b) [normal:: abdnormal/ normal] (c) [BLANK] (d) [BLANK] NCS latency and CV will be [BLANK] EMG activity will be [BLANK] "" - What goes in the blank?","normal:: abdnormal/ normal - "" NCS Amplitude: Decreased CV and latency: Mild slowing of both may occur if the largest and fastest conducting axons are lost *radiculopathy may pres this way """,EMG Principles,Cloze,Easy,655,emg_principles;easy
221,""" Pure axonal injury Etiology : (a) focal crush (b) [abdnormal:: abdnormal/ normal] (c) [BLANK] (d) [BLANK] NCS latency and CV will be [BLANK] EMG activity will be [BLANK] "" - What goes in the blank?","abdnormal:: abdnormal/ normal - "" NCS Amplitude: Decreased CV and latency: Mild slowing of both may occur if the largest and fastest conducting axons are lost *radiculopathy may pres this way """,EMG Principles,Cloze,Easy,655,emg_principles;easy
222,Abnormal spontaneous activity from a motor neuron/axon includes: [Fasciculation potentials*] [BLANK] [BLANK] [BLANK] - What goes in the blank?,"Fasciculation potentials* - "" *maybe both (Easy EMG) """,General EMG,Cloze,Easy,657,general_emg;easy
223,Abnormal spontaneous activity from a motor neuron/axon includes: [Myokymic discharges] [BLANK] [BLANK] [BLANK] - What goes in the blank?,"Myokymic discharges - "" *maybe both (Easy EMG) """,General EMG,Cloze,Easy,657,general_emg;easy
224,Abnormal spontaneous activity from a motor neuron/axon includes: [Neuromyotonic discharges] [BLANK] [BLANK] [BLANK] - What goes in the blank?,"Neuromyotonic discharges - "" *maybe both (Easy EMG) """,General EMG,Cloze,Easy,657,general_emg;easy
225,Abnormal spontaneous activity from a motor neuron/axon includes: [Cramp discharge] [BLANK] [BLANK] [BLANK] - What goes in the blank?,"Cramp discharge - "" *maybe both (Easy EMG) """,General EMG,Cloze,Easy,657,general_emg;easy
226,"through the carpal tunnel , the median n. innervates 4 muscles, +1 cutaneous [Lumbricals (1, 2)] [BLANK] [BLANK] [BLANK] [BLANK] - What goes in the blank?","Lumbricals (1, 2) - "" the “LOAF” muscles """,Muscle Anatomy,Cloze,Easy,676,muscle_anatomy;easy
227,"through the carpal tunnel , the median n. innervates 4 muscles, +1 cutaneous [Opponens pollicis] [BLANK] [BLANK] [BLANK] [BLANK] - What goes in the blank?","Opponens pollicis - "" the “LOAF” muscles """,Muscle Anatomy,Cloze,Easy,676,muscle_anatomy;easy
228,"through the carpal tunnel , the median n. innervates 4 muscles, +1 cutaneous [Abductor pollicis brevis] [BLANK] [BLANK] [BLANK] [BLANK] - What goes in the blank?","Abductor pollicis brevis - "" the “LOAF” muscles """,Muscle Anatomy,Cloze,Easy,676,muscle_anatomy;easy
229,"through the carpal tunnel , the median n. innervates 4 muscles, +1 cutaneous [Flexor pollicis brevis (superficial)] [BLANK] [BLANK] [BLANK] [BLANK] - What goes in the blank?","Flexor pollicis brevis (superficial) - "" the “LOAF” muscles """,Muscle Anatomy,Cloze,Easy,676,muscle_anatomy;easy
230,"through the carpal tunnel , the median n. innervates 4 muscles, +1 cutaneous [Digital cutaneous branches] [BLANK] [BLANK] [BLANK] [BLANK] - What goes in the blank?","Digital cutaneous branches - "" the “LOAF” muscles """,Muscle Anatomy,Cloze,Easy,676,muscle_anatomy;easy
231,""" Ligament of Struthers EDX findings : NCS: Abnormal median [SNAP and CMAP::2 NCS tests] [BLANK] at [BLANK] site EMG: Abnormal in which median nerve-innervated muscles: [BLANK] "" - What goes in the blank?","SNAP and CMAP::2 NCS tests - "" wether SNAP or CMAP is affected depends on the severity of lesion (not type) median nerve does not innervate any upper-arm muscles this is the most proximal innervation tx is rehab or surgery release """,Muscle Anatomy,Cloze,Easy,679,muscle_anatomy;easy
232,""" Ligament of Struthers EDX findings : NCS: Abnormal median [conduction velocity (onset) / or conduction block (amp)::2 NCS paramaters] [BLANK] at [BLANK] site EMG: Abnormal in which median nerve-innervated muscles: [BLANK] "" - What goes in the blank?","conduction velocity (onset) / or conduction block (amp)::2 NCS paramaters - "" wether SNAP or CMAP is affected depends on the severity of lesion (not type) median nerve does not innervate any upper-arm muscles this is the most proximal innervation tx is rehab or surgery release """,Muscle Anatomy,Cloze,Easy,679,muscle_anatomy;easy
233,""" Ligament of Struthers EDX findings : NCS: Abnormal median [above elbow] [BLANK] at [BLANK] site EMG: Abnormal in which median nerve-innervated muscles: [BLANK] "" - What goes in the blank?","above elbow - "" wether SNAP or CMAP is affected depends on the severity of lesion (not type) median nerve does not innervate any upper-arm muscles this is the most proximal innervation tx is rehab or surgery release """,Muscle Anatomy,Cloze,Easy,679,muscle_anatomy;easy
234,""" Ligament of Struthers EDX findings : NCS: Abnormal median [All (including the PT)] [BLANK] at [BLANK] site EMG: Abnormal in which median nerve-innervated muscles: [BLANK] "" - What goes in the blank?","All (including the PT) - "" wether SNAP or CMAP is affected depends on the severity of lesion (not type) median nerve does not innervate any upper-arm muscles this is the most proximal innervation tx is rehab or surgery release """,Muscle Anatomy,Cloze,Easy,679,muscle_anatomy;easy
235,"""General Rule of Thumb An entrapment mononeuropathy: is commonly named for the muscle compressing the nerve. That muscle is usually [unaffected::affected or unaffected] "" - What goes in the blank?","unaffected::affected or unaffected - "" because it receives its innervation before it is pierced by the nerve. However, the nerve can also contribute to the innervations as it courses through the muscle """,Muscle Anatomy,Cloze,Easy,681,muscle_anatomy;easy
236,Pronator Teres Syndrome EDX findings: NCS: Abnormal [median nerve*] SNAPs Abnormal CMAPs at [BLANK] EMG: Abnormal activity in which median n. muscles: [BLANK] - What goes in the blank?,"median nerve* - "" Wrist site will be normal *SNAP may be affected (CMAP o/l > SNAP o/l) Often normal snap with abnl CMAP amp and o/l """,Muscle Anatomy,Cloze,Easy,682,muscle_anatomy;easy
237,Pronator Teres Syndrome EDX findings: NCS: Abnormal [above elbow site::in conduction block] SNAPs Abnormal CMAPs at [BLANK] EMG: Abnormal activity in which median n. muscles: [BLANK] - What goes in the blank?,"above elbow site::in conduction block - "" Wrist site will be normal *SNAP may be affected (CMAP o/l > SNAP o/l) Often normal snap with abnl CMAP amp and o/l """,Muscle Anatomy,Cloze,Easy,682,muscle_anatomy;easy
238,Pronator Teres Syndrome EDX findings: NCS: Abnormal [All EXCEPT the PT*] SNAPs Abnormal CMAPs at [BLANK] EMG: Abnormal activity in which median n. muscles: [BLANK] - What goes in the blank?,"All EXCEPT the PT* - "" Wrist site will be normal *SNAP may be affected (CMAP o/l > SNAP o/l) Often normal snap with abnl CMAP amp and o/l """,Muscle Anatomy,Cloze,Easy,682,muscle_anatomy;easy
239,""" Anterior interosseous syndrome Phys-Ex finding pt may demonstrate a positive [“ OK ”] sign or Inability to [BLANK] Sensation is [BLANK] "" - What goes in the blank?","“ OK ” - "" inability to flex the thumb and index DIP joint ( FPL , FDP weakness). Inability to make a fist due to problems incorporating the thumb and index finger AIN is pure motor (save for wrist joint) (A) Normal. (B) Positive OK sign (or pinch sign). A) Normal. (B) Inability to make a fist due to problem",General EMG,Cloze,Easy,683,general_emg;easy
240,""" Anterior interosseous syndrome Phys-Ex finding pt may demonstrate a positive [make a fist] sign or Inability to [BLANK] Sensation is [BLANK] "" - What goes in the blank?","make a fist - "" inability to flex the thumb and index DIP joint ( FPL , FDP weakness). Inability to make a fist due to problems incorporating the thumb and index finger AIN is pure motor (save for wrist joint) (A) Normal. (B) Positive OK sign (or pinch sign). A) Normal. (B) Inability to make a fist due to problem",General EMG,Cloze,Easy,683,general_emg;easy
241,""" Anterior interosseous syndrome Phys-Ex finding pt may demonstrate a positive [spared] sign or Inability to [BLANK] Sensation is [BLANK] "" - What goes in the blank?","spared - "" inability to flex the thumb and index DIP joint ( FPL , FDP weakness). Inability to make a fist due to problems incorporating the thumb and index finger AIN is pure motor (save for wrist joint) (A) Normal. (B) Positive OK sign (or pinch sign). A) Normal. (B) Inability to make a fist due to problem",General EMG,Cloze,Easy,683,general_emg;easy
242,[10]% of people with clinical carpal tunnel syndrome (CTS) can have a normal EDX study - What goes in the blank?,"10 - ""EDX abnormality alone should not establish the diagnosis, clinical syndrome in which nerve damage is coupled with abnormal sensations and pain. It can involve the first, second, third, and 1/2 of the fourth digit """,General EMG,Cloze,Easy,689,general_emg;easy
243,""" CTS clinical pres Sensation is abnormal to the lateral 3–1/2 fingers of the hand except at the [base of the thumb] . Muscle weakness can be noted which muscles: [BLANK] "" - What goes in the blank?","base of the thumb - "" ( L umbricals 1 and 2, O pponens pollicis, A bductor pollicis brevis, and F lexor pollicis brevis """,Muscle Anatomy,Cloze,Easy,691,muscle_anatomy;easy
244,""" CTS clinical pres Sensation is abnormal to the lateral 3–1/2 fingers of the hand except at the [“LOAF”] . Muscle weakness can be noted which muscles: [BLANK] "" - What goes in the blank?","“LOAF” - "" ( L umbricals 1 and 2, O pponens pollicis, A bductor pollicis brevis, and F lexor pollicis brevis """,Muscle Anatomy,Cloze,Easy,691,muscle_anatomy;easy
245,"""CTS E DX findings [Sensory::Motor/Sensory] studies are more sensitive because larger fibers are more affected than the slightly smaller fibers "" - What goes in the blank?","Sensory::Motor/Sensory - ""Antidromic sensory studies are typically performed and offer the advantage of producing larger amplitudes and are more commonly practiced """,General EMG,Cloze,Easy,692,general_emg;easy
